@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normalOG,murmurOG,Noisy Murmur}

@DATA
0.066108,0.014758,2.635580,0.183550,0.229682,0.416388,0.028556,0.067444,-32.567052,6.675277,-3.267792,3.511033,-1.164263,0.688766,0.669831,-0.748441,1.121417,-0.665184,0.523895,0.028894,-0.233080,0.002013,0.000266,0.128786,0.001832,0.014557,0.001287,0.163900,0.000322,0.000632,0.006374,0.066049,0.000448,0.061550,0.032696,0.038531,0.386059,0.043926,0.041230,0.216073,0.016346,0.023784,1.458538,0.858963,0.266665,0.235985,0.285343,0.252444,0.137763,0.176253,0.187115,0.172029,0.168447,0.122218,0.144035,0.001511,0.000261,0.072493,0.001990,0.015715,0.001299,0.078557,0.000271,0.000508,0.008887,0.031859,0.000535,0.015330,normalOG
0.071922,0.013334,2.584932,0.184781,0.225078,0.482979,0.028560,0.078250,-32.740164,6.719341,-3.256024,3.317178,-1.171777,0.687896,0.692506,-0.775881,1.080331,-0.597072,0.500946,0.032369,-0.202476,0.002829,0.000350,0.159310,0.002139,0.011758,0.001311,0.159656,0.000375,0.001054,0.004668,0.056429,0.000647,0.067308,0.033375,0.030055,0.397746,0.047200,0.042067,0.292035,0.017997,0.041483,1.575115,0.883014,0.376178,0.346734,0.305494,0.315451,0.199016,0.187451,0.206259,0.210132,0.185342,0.130602,0.122548,0.002596,0.000327,0.082642,0.002281,0.011839,0.001368,0.089394,0.000394,0.001175,0.005933,0.039548,0.000929,0.017843,normalOG
0.058124,0.019413,2.559606,0.176732,0.223633,0.401083,0.035925,0.067467,-32.308953,6.835668,-3.345320,3.382617,-1.148262,0.799490,0.590423,-0.793541,1.162552,-0.693066,0.520009,0.017262,-0.198309,0.002665,0.000339,0.127794,0.001655,0.017366,0.001241,0.183794,0.000368,0.000738,0.003537,0.061708,0.000373,0.066919,0.030129,0.034943,0.409666,0.045262,0.041490,0.261092,0.022342,0.038615,2.084629,1.090537,0.376184,0.357260,0.356826,0.241848,0.165719,0.165872,0.186476,0.212223,0.224695,0.129471,0.131668,0.002787,0.000323,0.071155,0.001658,0.021936,0.001468,0.091723,0.000406,0.000838,0.003553,0.046032,0.000393,0.017710,normalOG
0.044233,0.029462,2.599138,0.139308,0.190764,0.361509,0.041800,0.065429,-32.157503,7.274403,-3.012056,3.375886,-1.088293,0.808416,0.513280,-0.872597,1.086701,-0.701238,0.461082,-0.063922,-0.247935,0.004728,0.000152,0.148064,0.003506,0.017923,0.001308,0.178366,0.000153,0.000569,0.005373,0.046568,0.000295,0.065927,0.026242,0.054782,0.401842,0.028189,0.034576,0.252337,0.029608,0.029220,2.041980,1.026955,0.438142,0.332527,0.355695,0.188623,0.151660,0.154755,0.195473,0.206689,0.221664,0.152282,0.137787,0.006876,0.000145,0.069305,0.005551,0.022253,0.001751,0.090275,0.000198,0.000578,0.006008,0.029003,0.000314,0.019799,normalOG
0.160271,0.009510,2.830110,0.270655,0.265506,1.160761,0.021970,0.303212,-31.638371,6.495754,-3.872182,3.872782,-1.278309,0.548436,0.534532,-0.862814,1.212008,-0.894285,0.449021,0.043104,-0.305330,0.005120,0.002509,0.112683,0.004628,0.028227,0.002736,0.157106,0.000841,0.002411,0.009781,0.032623,0.001233,0.056205,0.073995,0.023382,0.414315,0.067348,0.030598,0.586645,0.019957,0.198356,0.973835,0.646622,0.175010,0.246902,0.288384,0.207598,0.142027,0.148113,0.146690,0.133366,0.185450,0.131807,0.121776,0.004420,0.002385,0.074103,0.004031,0.024131,0.002888,0.091639,0.000853,0.002601,0.009238,0.019505,0.001283,0.022846,normalOG
0.053266,0.026821,2.562817,0.185139,0.231783,0.457646,0.027595,0.071750,-32.069970,6.874433,-3.413917,3.356576,-1.326698,0.744422,0.586149,-0.796082,1.153287,-0.733930,0.554105,-0.010838,-0.252728,0.002916,0.000416,0.135962,0.001824,0.009449,0.001368,0.189979,0.000420,0.000815,0.005232,0.059529,0.000427,0.069459,0.028503,0.063445,0.496429,0.032660,0.025350,0.221141,0.014867,0.028847,2.347994,0.798376,0.486248,0.419093,0.371124,0.259304,0.139968,0.147260,0.243558,0.208307,0.218074,0.111608,0.102596,0.003068,0.000345,0.084496,0.001883,0.010175,0.001091,0.083207,0.000561,0.000700,0.005191,0.041835,0.000330,0.014302,normalOG
0.073618,0.016144,2.617198,0.185708,0.226017,0.501005,0.031625,0.090077,-32.724986,6.659267,-3.336408,3.310767,-1.178922,0.667501,0.731248,-0.664163,1.091817,-0.684284,0.455713,0.035047,-0.171589,0.002629,0.000500,0.151402,0.001949,0.012028,0.001662,0.176832,0.000606,0.000953,0.003925,0.054071,0.000491,0.066737,0.042674,0.033457,0.432721,0.051744,0.040890,0.398479,0.022685,0.078607,1.520553,0.878019,0.345033,0.308004,0.298100,0.254704,0.207102,0.176362,0.206096,0.184170,0.193890,0.135090,0.154193,0.002756,0.000501,0.071753,0.002873,0.012357,0.002255,0.078623,0.001029,0.001550,0.003465,0.041518,0.000726,0.016948,normalOG
0.100754,0.010972,2.675040,0.215795,0.230983,0.874677,0.019163,0.143667,-31.938423,6.936974,-3.671916,3.260460,-1.120840,0.659791,0.401182,-0.849661,1.134463,-0.818120,0.416237,0.017065,-0.203433,0.005417,0.000928,0.140044,0.003515,0.021949,0.004898,0.156542,0.000479,0.001542,0.005013,0.041759,0.001742,0.060838,0.043650,0.021394,0.457604,0.050832,0.038577,0.420197,0.010935,0.094529,1.684474,1.096414,0.215010,0.267558,0.293550,0.300167,0.190633,0.141178,0.176095,0.201129,0.248717,0.155328,0.094223,0.005077,0.000549,0.073490,0.003389,0.020199,0.005483,0.077513,0.000563,0.001756,0.003493,0.026911,0.002088,0.015178,normalOG
0.094249,0.014860,2.653249,0.220552,0.251582,0.617763,0.030586,0.111500,-31.143333,6.744410,-3.956355,3.832503,-1.304772,0.705778,0.642850,-0.859958,1.222312,-0.847668,0.466675,-0.047999,-0.289939,0.002038,0.000784,0.127366,0.001938,0.008490,0.001044,0.196998,0.000563,0.001026,0.003202,0.056045,0.000498,0.068796,0.041317,0.023343,0.384752,0.057292,0.038365,0.360888,0.016691,0.090862,0.982175,0.726055,0.242891,0.288970,0.221635,0.216842,0.124148,0.134722,0.144332,0.136835,0.179047,0.138647,0.142218,0.001455,0.000742,0.062784,0.001797,0.007660,0.001057,0.100182,0.000805,0.001095,0.002824,0.034955,0.000564,0.018345,normalOG
0.066039,0.019922,2.511757,0.182761,0.217281,0.676260,0.028022,0.111000,-31.337804,7.373155,-3.553206,3.129870,-1.462304,0.765885,0.550599,-0.943600,1.070673,-0.783814,0.569207,0.032606,-0.255721,0.005148,0.000828,0.105475,0.002979,0.010896,0.001948,0.188336,0.000647,0.001890,0.004922,0.059515,0.000761,0.063033,0.026304,0.033645,0.648934,0.034233,0.030034,0.347895,0.016755,0.059031,2.040197,0.563154,0.481483,0.620504,0.285187,0.250689,0.130491,0.143417,0.253194,0.255819,0.213312,0.122998,0.109119,0.004136,0.001291,0.067067,0.003098,0.006471,0.002069,0.089254,0.000872,0.001445,0.003255,0.031015,0.000994,0.019690,normalOG
0.047079,0.027257,2.480370,0.152406,0.197592,0.399271,0.034327,0.073313,-32.409853,7.154182,-3.063115,3.209942,-1.078756,0.807773,0.471707,-0.763109,1.200260,-0.614004,0.527685,-0.048312,-0.203439,0.004014,0.000429,0.089293,0.001995,0.013040,0.001445,0.244931,0.000161,0.000882,0.004007,0.054008,0.000490,0.072572,0.021105,0.047928,0.465939,0.043665,0.039363,0.310837,0.026068,0.039834,2.224355,1.001423,0.533533,0.404639,0.394607,0.216427,0.150770,0.173669,0.181034,0.204995,0.189062,0.149646,0.115306,0.003558,0.000527,0.049031,0.002462,0.011234,0.001921,0.088322,0.000219,0.001206,0.004486,0.025709,0.000669,0.019965,normalOG
0.054209,0.023456,2.515179,0.160605,0.214673,0.387341,0.031212,0.066000,-32.613120,6.919023,-3.036127,3.298781,-1.179340,0.776928,0.501432,-0.771067,1.167917,-0.655295,0.554130,-0.011364,-0.173245,0.003709,0.000236,0.120158,0.001944,0.013765,0.001360,0.200958,0.000225,0.000587,0.004528,0.054861,0.000344,0.065978,0.022240,0.047386,0.513816,0.029143,0.027367,0.203574,0.022326,0.023873,2.170500,0.792510,0.516330,0.420789,0.320497,0.184225,0.082566,0.162665,0.236831,0.240709,0.191848,0.128402,0.088068,0.005118,0.000198,0.063380,0.001833,0.012260,0.001065,0.070034,0.000267,0.000404,0.003122,0.026845,0.000341,0.014740,normalOG
0.050341,0.025092,2.522614,0.159186,0.204065,0.391976,0.033135,0.069143,-32.482234,7.104030,-3.116437,3.165919,-1.138108,0.732178,0.553332,-0.741419,1.134368,-0.599297,0.542694,-0.012859,-0.200364,0.003244,0.000412,0.100505,0.001826,0.014066,0.001290,0.210545,0.000170,0.000857,0.005817,0.060204,0.000528,0.068403,0.021852,0.044737,0.567302,0.041470,0.039835,0.292174,0.021548,0.037137,2.579221,0.903014,0.678814,0.502306,0.392537,0.237112,0.139686,0.172627,0.239360,0.294091,0.227684,0.151440,0.128853,0.004907,0.000615,0.065680,0.002544,0.013320,0.001538,0.097016,0.000203,0.000865,0.007230,0.039090,0.000783,0.020394,normalOG
0.052986,0.024643,2.527891,0.174882,0.213865,0.548138,0.034897,0.085731,-31.488663,7.292389,-3.519526,3.240035,-1.335228,0.720214,0.532734,-0.855190,1.167177,-0.688834,0.531418,-0.032734,-0.241325,0.003251,0.000520,0.110574,0.003714,0.011435,0.002072,0.222018,0.000321,0.001233,0.004506,0.051353,0.000809,0.071428,0.023527,0.043387,0.421127,0.033863,0.027796,0.315564,0.018460,0.043923,2.068957,0.751981,0.471888,0.431275,0.380459,0.335897,0.173431,0.151380,0.216509,0.273012,0.225327,0.151991,0.134968,0.002375,0.000511,0.067333,0.003418,0.010127,0.002992,0.096223,0.000361,0.001545,0.004530,0.037390,0.000974,0.020712,normalOG
0.046734,0.061071,2.546988,0.141210,0.187370,0.341124,0.030872,0.064750,-31.270670,7.678215,-3.192025,3.410647,-1.185651,0.766440,0.567749,-0.724356,1.195238,-0.719671,0.526094,-0.065216,-0.217783,0.003641,0.000278,0.098910,0.001677,0.011842,0.001385,0.182172,0.000068,0.000484,0.004471,0.085188,0.000290,0.062049,0.013824,0.108858,0.498342,0.031097,0.033798,0.150986,0.011198,0.018084,2.258682,0.901389,0.546312,0.325211,0.331992,0.150219,0.263008,0.142853,0.257303,0.210952,0.202462,0.143930,0.156513,0.002549,0.000249,0.056189,0.001510,0.009369,0.001255,0.069481,0.000053,0.000422,0.003830,0.043201,0.000310,0.012843,normalOG
0.047194,0.030917,2.394174,0.160362,0.206036,0.391738,0.037049,0.070333,-31.942589,7.189121,-3.286839,3.232163,-1.195702,0.867060,0.582322,-0.681046,1.223459,-0.717433,0.582515,-0.021141,-0.202946,0.003010,0.000419,0.122152,0.002269,0.015502,0.001428,0.184097,0.000185,0.000924,0.004934,0.060167,0.000512,0.064480,0.019108,0.048723,0.563348,0.035174,0.032704,0.244684,0.018839,0.030419,2.395394,0.962268,0.464468,0.503532,0.417065,0.243459,0.202822,0.223746,0.267549,0.245277,0.180256,0.126416,0.121661,0.003022,0.000513,0.062724,0.003294,0.015023,0.001923,0.088139,0.000207,0.001341,0.003871,0.036925,0.000642,0.017390,normalOG
0.049874,0.017412,2.664048,0.161714,0.207444,0.403038,0.035200,0.064625,-33.068119,6.859542,-3.081894,3.130918,-0.934130,0.657014,0.400396,-0.771298,1.078826,-0.643695,0.418256,-0.003707,-0.149505,0.003472,0.000294,0.160232,0.001956,0.010011,0.001452,0.169860,0.000170,0.000681,0.003899,0.059085,0.000360,0.072439,0.016509,0.038806,0.478550,0.038454,0.035232,0.224214,0.016838,0.029890,2.199110,0.902232,0.489432,0.403499,0.358763,0.286475,0.149777,0.195041,0.295256,0.211455,0.195621,0.198653,0.116155,0.003070,0.000275,0.104608,0.002446,0.009014,0.001317,0.084119,0.000227,0.000648,0.003603,0.037405,0.000390,0.013552,normalOG
0.035720,0.016382,2.464326,0.175286,0.225466,0.353092,0.023249,0.059250,-31.675746,7.018911,-3.462940,3.396368,-1.291785,0.882318,0.523490,-0.779983,1.225119,-0.788489,0.634215,-0.008624,-0.201711,0.001625,0.000276,0.212154,0.001454,0.010173,0.001059,0.146014,0.000211,0.000461,0.003749,0.052386,0.000368,0.075381,0.012350,0.028950,0.438113,0.038946,0.033844,0.183357,0.017989,0.017286,1.504918,0.384292,0.385230,0.368155,0.299056,0.128577,0.107344,0.085415,0.130306,0.197286,0.149977,0.080187,0.085743,0.001173,0.000155,0.066918,0.000906,0.007530,0.000811,0.065660,0.000184,0.000343,0.002228,0.023060,0.000253,0.014122,normalOG
0.045938,0.016103,2.572397,0.148939,0.206933,0.301416,0.046142,0.059000,-32.579871,6.911433,-3.059840,3.298117,-1.181332,0.761278,0.478980,-0.688931,1.219993,-0.725862,0.523324,-0.056323,-0.224466,0.002333,0.000288,0.123089,0.002012,0.020510,0.001099,0.222890,0.000112,0.000570,0.003478,0.041057,0.000404,0.075464,0.024550,0.025870,0.511460,0.026366,0.021289,0.210640,0.013787,0.029413,1.540964,0.506443,0.411823,0.321029,0.254117,0.234634,0.110380,0.104753,0.125204,0.139837,0.183991,0.108622,0.082144,0.004275,0.000307,0.052915,0.003220,0.024868,0.001358,0.104385,0.000096,0.000723,0.004211,0.026526,0.000628,0.026508,normalOG
0.062976,0.031419,2.597159,0.160519,0.191530,0.645023,0.037699,0.097429,-31.234364,7.756803,-3.258418,3.117070,-1.515288,0.511645,0.428410,-0.842325,1.082637,-0.759815,0.514945,-0.071492,-0.234424,0.006632,0.000754,0.156980,0.006476,0.011185,0.004911,0.179052,0.000197,0.002816,0.005872,0.038230,0.001437,0.067530,0.031349,0.053184,0.433620,0.040465,0.041978,0.353000,0.032456,0.048062,1.347226,0.746091,0.474891,0.419018,0.340181,0.286050,0.177482,0.177978,0.218341,0.223744,0.197342,0.163847,0.134848,0.008813,0.001150,0.090398,0.009613,0.009290,0.008717,0.073799,0.000203,0.003742,0.006089,0.023023,0.001568,0.019356,normalOG
0.067714,0.004059,2.688283,0.183963,0.208657,0.721522,0.032754,0.116625,-32.772192,7.024080,-3.328265,2.945882,-0.994817,0.621895,0.607588,-0.697923,0.958872,-0.717539,0.377043,0.018846,-0.246140,0.007011,0.000918,0.135463,0.004450,0.014826,0.002500,0.187561,0.000422,0.001755,0.008259,0.033982,0.001156,0.064195,0.031367,0.007793,0.339381,0.032492,0.022458,0.313555,0.013283,0.068488,1.057156,0.541869,0.442295,0.262356,0.278027,0.180098,0.154796,0.132732,0.143307,0.142281,0.185063,0.119608,0.096782,0.006633,0.001024,0.044116,0.004592,0.009074,0.001717,0.066121,0.000515,0.001502,0.009165,0.018716,0.000898,0.013470,normalOG
0.058299,0.010434,2.602904,0.171383,0.210339,0.462338,0.032638,0.077265,-33.057525,6.779663,-3.398119,2.797701,-1.084534,0.666106,0.578562,-0.699802,1.002770,-0.624885,0.511124,0.057247,-0.190743,0.002193,0.000559,0.157405,0.001501,0.005831,0.001451,0.199935,0.000365,0.001495,0.003207,0.046548,0.000808,0.075004,0.024632,0.024695,0.372497,0.041926,0.034232,0.319893,0.027823,0.067246,1.792605,0.896808,0.389767,0.436577,0.431885,0.226788,0.161734,0.149534,0.196150,0.199981,0.212672,0.162895,0.141201,0.002263,0.000663,0.088264,0.001871,0.005141,0.002253,0.103952,0.000515,0.001773,0.004145,0.034217,0.001301,0.019259,normalOG
0.122920,0.005528,2.660192,0.248325,0.261441,0.845427,0.028885,0.222889,-33.215723,6.046693,-3.446173,3.547223,-1.125906,0.623866,0.529852,-0.891966,1.099678,-0.620656,0.496270,0.011191,-0.228198,0.003422,0.000616,0.152208,0.005190,0.014327,0.001652,0.168170,0.003369,0.001636,0.005036,0.039493,0.000905,0.068069,0.065417,0.010753,0.440197,0.070886,0.041298,0.499312,0.023597,0.176308,1.428957,0.806997,0.361284,0.247652,0.233432,0.212532,0.156477,0.168019,0.163161,0.152181,0.169066,0.136974,0.104645,0.003624,0.000599,0.107593,0.004553,0.016819,0.001749,0.086831,0.002615,0.001960,0.005022,0.023038,0.001054,0.020146,normalOG
0.113191,0.010656,2.732898,0.221553,0.239234,1.014806,0.019292,0.160375,-32.682931,6.743842,-3.290874,3.181304,-1.395484,0.521625,0.537062,-0.905609,1.006426,-0.724029,0.367584,-0.041198,-0.253147,0.006754,0.001015,0.106852,0.005698,0.026785,0.004881,0.174323,0.000900,0.003559,0.005953,0.035755,0.002450,0.056061,0.035293,0.027473,0.358400,0.036322,0.016372,0.447522,0.008400,0.088211,1.349428,0.475552,0.383267,0.349587,0.192383,0.219947,0.105782,0.082576,0.149497,0.141438,0.186865,0.091447,0.086947,0.005820,0.001097,0.040769,0.006190,0.010045,0.006244,0.062651,0.001196,0.002726,0.004035,0.018174,0.003070,0.014508,normalOG
0.095198,0.014631,2.618332,0.207864,0.227460,0.788725,0.022269,0.129139,-31.565053,7.089071,-3.664935,3.453242,-1.222308,0.527831,0.574204,-0.758189,0.997135,-0.885631,0.514034,-0.019842,-0.381916,0.007025,0.000797,0.110893,0.006538,0.011873,0.002319,0.202036,0.000581,0.001421,0.007594,0.046005,0.000886,0.065652,0.037311,0.025063,0.457646,0.049361,0.035897,0.372828,0.012981,0.087915,1.608320,0.965506,0.398839,0.283693,0.251012,0.396688,0.180171,0.178031,0.192178,0.211591,0.183419,0.143472,0.134743,0.007385,0.000717,0.075025,0.006594,0.011154,0.002186,0.080135,0.000703,0.001487,0.006657,0.026186,0.001191,0.018187,normalOG
0.183651,0.008151,2.827388,0.275379,0.248436,1.525947,0.014310,0.331377,-30.815404,7.007590,-4.042423,3.684312,-1.530710,0.378115,0.592022,-0.848929,1.064799,-0.949169,0.501444,-0.000463,-0.388132,0.014897,0.002203,0.100623,0.015138,0.014664,0.007434,0.114502,0.002016,0.004653,0.012616,0.039311,0.002504,0.043679,0.072090,0.016268,0.426792,0.067931,0.031092,0.619958,0.010416,0.187080,1.063427,0.869643,0.418058,0.183883,0.239680,0.217804,0.149780,0.132716,0.162199,0.141676,0.182923,0.135684,0.145429,0.015263,0.002180,0.065102,0.012607,0.010883,0.006948,0.073902,0.002022,0.004067,0.009541,0.022704,0.002579,0.020032,normalOG
0.100817,0.011309,2.674364,0.208104,0.224149,0.852925,0.024463,0.155500,-32.159885,6.970746,-3.559640,3.114135,-1.314878,0.601952,0.724660,-0.726332,1.058723,-0.623239,0.533121,0.054021,-0.199683,0.004757,0.001081,0.129655,0.004412,0.015025,0.003344,0.158509,0.001979,0.003071,0.009566,0.048748,0.001601,0.057883,0.038905,0.024981,0.408637,0.047927,0.027674,0.566344,0.013584,0.113983,1.303325,0.616460,0.436130,0.389806,0.263070,0.231777,0.188773,0.137301,0.182113,0.167737,0.185066,0.108124,0.115769,0.005015,0.001140,0.055750,0.005642,0.012082,0.003945,0.072982,0.001619,0.003943,0.006603,0.028900,0.001643,0.014786,normalOG
0.054523,0.032219,2.723607,0.162034,0.210937,0.414450,0.033501,0.064917,-30.507977,7.495767,-3.659058,3.708984,-1.341027,0.753238,0.510947,-0.937669,1.190038,-0.858936,0.508501,-0.067345,-0.230472,0.003866,0.000235,0.160960,0.001778,0.008480,0.001645,0.191066,0.000194,0.000568,0.004010,0.049262,0.000336,0.073398,0.026078,0.047868,0.280941,0.039690,0.035572,0.237126,0.023043,0.029648,0.913804,0.533911,0.487104,0.278000,0.276893,0.183063,0.154703,0.167330,0.170737,0.138260,0.188172,0.139991,0.132864,0.004170,0.000270,0.097883,0.001308,0.007636,0.001519,0.090484,0.000269,0.000505,0.003574,0.028317,0.000357,0.018495,normalOG
0.071545,0.010642,2.571641,0.188586,0.223569,0.560782,0.031932,0.097125,-32.121042,6.899289,-3.598860,3.270103,-1.124995,0.654062,0.558519,-0.773286,1.146349,-0.692878,0.428478,-0.006849,-0.215384,0.003298,0.000574,0.131848,0.002638,0.009587,0.001530,0.202173,0.000533,0.001100,0.004934,0.044675,0.000773,0.069637,0.032350,0.018222,0.405401,0.047735,0.034218,0.372687,0.023803,0.079708,1.176412,0.697181,0.426569,0.308684,0.274217,0.217656,0.148207,0.127674,0.124495,0.173061,0.176323,0.140876,0.120094,0.003991,0.000647,0.064150,0.002961,0.008813,0.001404,0.087930,0.000698,0.001413,0.005060,0.028362,0.001012,0.020457,normalOG
0.164908,0.006276,2.654571,0.265482,0.248475,1.314694,0.020882,0.314667,-32.773382,6.369072,-3.714576,3.322214,-1.143562,0.405889,0.535305,-0.741650,1.033615,-0.760856,0.399775,0.004294,-0.308049,0.007340,0.002340,0.089569,0.009986,0.014012,0.003455,0.174326,0.001325,0.003198,0.007807,0.046331,0.001741,0.055074,0.068141,0.014468,0.452084,0.062278,0.037097,0.502247,0.017063,0.160926,1.413703,0.961370,0.283628,0.315063,0.260400,0.233330,0.181398,0.180971,0.177153,0.150013,0.189290,0.135059,0.114010,0.006087,0.001465,0.044144,0.007794,0.011453,0.003373,0.066137,0.000711,0.002745,0.006175,0.026537,0.001409,0.015855,normalOG
0.062563,0.012379,2.708288,0.174607,0.211260,0.602024,0.033038,0.089750,-32.075746,7.187913,-3.311004,3.119483,-1.355413,0.613510,0.591368,-0.749865,1.082684,-0.729920,0.479838,0.006625,-0.230570,0.007414,0.000538,0.144043,0.003206,0.011347,0.002317,0.183639,0.000264,0.001264,0.007722,0.046683,0.000856,0.067522,0.027328,0.024202,0.384701,0.034563,0.030088,0.289171,0.024726,0.037296,1.374974,0.691254,0.341975,0.293589,0.338539,0.243132,0.180920,0.204378,0.236786,0.177102,0.230570,0.138075,0.116662,0.008314,0.000526,0.079061,0.003495,0.009201,0.002894,0.082166,0.000304,0.001422,0.007607,0.032827,0.000863,0.015877,normalOG
0.072948,0.008630,2.614785,0.193978,0.223119,0.605699,0.023416,0.086000,-32.627102,6.806279,-3.474636,3.028273,-1.108593,0.678235,0.449545,-0.862497,1.035415,-0.640028,0.511408,-0.013856,-0.217305,0.003932,0.000542,0.166935,0.002402,0.011891,0.002325,0.183554,0.000637,0.001579,0.005706,0.037598,0.000604,0.069152,0.025617,0.014300,0.408446,0.030361,0.024328,0.267371,0.008820,0.057300,1.224268,0.600431,0.330375,0.258850,0.249594,0.164356,0.113180,0.100596,0.154963,0.113196,0.142649,0.114944,0.106482,0.003387,0.000382,0.038027,0.003084,0.011464,0.001773,0.054043,0.000998,0.000896,0.005086,0.019528,0.000740,0.011938,normalOG
0.068356,0.011863,2.586121,0.173606,0.209141,0.525678,0.028958,0.089694,-32.630117,6.986482,-3.292786,3.080631,-1.011920,0.762041,0.581833,-0.827818,1.030832,-0.565200,0.489092,0.008597,-0.180385,0.003265,0.000491,0.125722,0.002470,0.016275,0.001900,0.180581,0.000465,0.001356,0.004373,0.055644,0.000590,0.064691,0.028644,0.021447,0.434576,0.041608,0.034186,0.304376,0.014691,0.054350,1.831169,0.928491,0.430466,0.456422,0.405910,0.181618,0.200365,0.154373,0.225287,0.208432,0.234243,0.103458,0.143065,0.003025,0.000717,0.071967,0.002352,0.016178,0.001985,0.089619,0.000525,0.001742,0.004337,0.036538,0.001044,0.017534,normalOG
0.098916,0.007118,2.581593,0.205143,0.219829,0.968040,0.019866,0.161816,-31.860639,7.219975,-3.426662,3.197658,-1.402468,0.386488,0.405796,-0.901844,1.035840,-0.711121,0.455135,-0.008723,-0.230647,0.009784,0.001357,0.130966,0.006349,0.016810,0.007673,0.151164,0.000572,0.004268,0.007665,0.041525,0.001242,0.057130,0.042907,0.011999,0.550853,0.051451,0.033687,0.480956,0.009378,0.108627,1.352034,0.763593,0.405491,0.353822,0.266801,0.307400,0.240014,0.255662,0.224859,0.230393,0.179502,0.163714,0.156781,0.010152,0.001432,0.078043,0.010184,0.012345,0.011946,0.074087,0.001016,0.006560,0.006046,0.021152,0.001037,0.017791,normalOG
0.059579,0.025827,2.597348,0.169360,0.212950,0.479511,0.039569,0.078313,-31.464028,7.277655,-3.461829,3.288112,-1.355711,0.836406,0.627483,-0.814045,1.135436,-0.795552,0.551436,0.027149,-0.178585,0.005107,0.000600,0.145424,0.002274,0.012627,0.002080,0.181534,0.000219,0.001183,0.005289,0.051418,0.000710,0.069867,0.024903,0.045805,0.405513,0.035898,0.029039,0.331327,0.028555,0.042633,1.603906,0.661845,0.316169,0.382037,0.355008,0.215856,0.184834,0.145921,0.239974,0.180853,0.231444,0.147512,0.130357,0.007117,0.001039,0.084415,0.002626,0.010761,0.002188,0.099414,0.000229,0.001497,0.005344,0.037176,0.001063,0.018184,normalOG
